"edad_rango","educacion","rol","anos_codigo","usa_Python","usa_R","salario_usd"
"40-44","Bachelor's degree","Data Engineer","3-5 years",1,0,134000
"25-29","Master's degree","Other","20+ years",1,0,66000
"40-44","Bachelor's degree","Data Engineer","3-5 years",1,0,75000
"40-44","Bachelor's degree","Student","5-10 years",1,1,
"22-24","Master's degree","Data Scientist","1-2 years",1,1,66000
"30-34","Master's degree","Research Scientist","5-10 years",0,1,19000
"45-49","Master's degree","Software Engineer","3-5 years",1,0,130000
"25-29","No formal education past high school","Research Scientist","20+ years",1,1,52000
"22-24","Master's degree","Software Engineer","3-5 years",1,0,98000
"25-29","Bachelor's degree","Business Analyst","5-10 years",1,0,83000
"25-29","Professional degree","ML Engineer","< 1 year",1,0,117000
"18-21","Some college/university study","Software Engineer","5-10 years",1,1,73000
"30-34","Master's degree","Data Engineer","< 1 year",1,0,81000
"40-44","Some college/university study","Data Scientist","1-2 years",0,0,125000
"30-34","Doctoral degree","ML Engineer","5-10 years",1,1,
"22-24","Bachelor's degree","ML Engineer","< 1 year",1,0,107000
"35-39","Some college/university study","Software Engineer","5-10 years",0,0,82000
"18-21","Doctoral degree","Business Analyst","1-2 years",1,0,24000
"25-29","Bachelor's degree","Research Scientist","5-10 years",1,1,137000
"18-21","Bachelor's degree","Data Scientist","5-10 years",1,1,52000
"30-34","Master's degree","Business Analyst","3-5 years",1,0,50000
"40-44","Doctoral degree","Software Engineer","20+ years",0,0,
"25-29","Some college/university study","Research Scientist","1-2 years",0,1,55000
"60+","Master's degree","Software Engineer","5-10 years",1,0,
"50-54","Master's degree","Data Scientist","5-10 years",1,1,
"40-44","Bachelor's degree","Research Scientist","5-10 years",1,1,67000
"35-39","Master's degree","Other","5-10 years",0,0,141000
"50-54","Master's degree","Data Scientist","20+ years",1,0,190000
"25-29","No formal education past high school","Business Analyst","3-5 years",1,0,61000
"22-24","Bachelor's degree","Student","1-2 years",0,0,
"40-44","Doctoral degree","Other","5-10 years",1,0,47000
"22-24","Master's degree","Student","5-10 years",0,0,5000
"40-44","Master's degree","ML Engineer","1-2 years",1,0,87000
"55-59","Bachelor's degree","ML Engineer","< 1 year",1,0,194000
"25-29","Master's degree","Business Analyst","5-10 years",1,0,
"35-39","Master's degree","Student","10-20 years",0,0,
"18-21","No formal education past high school","Business Analyst","20+ years",1,0,54000
"22-24","Master's degree","ML Engineer","10-20 years",1,0,
"30-34","Bachelor's degree","Statistician","1-2 years",1,1,97000
"25-29","Some college/university study","Data Analyst","< 1 year",1,0,78000
"18-21","Bachelor's degree","Student","20+ years",0,1,10000
"18-21","Bachelor's degree","ML Engineer","5-10 years",1,0,127000
"30-34","Master's degree","Data Analyst","5-10 years",0,0,36000
"18-21","Bachelor's degree","Other","5-10 years",0,0,62000
"50-54","Bachelor's degree","ML Engineer","3-5 years",1,0,63000
"22-24","Master's degree","Data Scientist","5-10 years",1,1,24000
"40-44","Bachelor's degree","Statistician","3-5 years",1,1,95000
"18-21","Some college/university study","Student","1-2 years",1,1,
"35-39","Some college/university study","ML Engineer","5-10 years",0,0,84000
"25-29","Master's degree","Statistician","20+ years",0,0,62000
"40-44","Bachelor's degree","Research Scientist","10-20 years",1,1,1e+05
"25-29","Master's degree","Data Engineer","5-10 years",0,0,104000
"22-24","Professional degree","Software Engineer","1-2 years",1,0,199000
"35-39","Bachelor's degree","ML Engineer","5-10 years",1,0,63000
"25-29","Professional degree","Data Scientist","10-20 years",1,1,68000
"25-29","Bachelor's degree","Other","5-10 years",1,1,
"18-21","Some college/university study","Other","1-2 years",0,0,39000
"35-39","Bachelor's degree","Data Scientist","5-10 years",1,1,82000
"35-39","Master's degree","ML Engineer","3-5 years",1,0,57000
"35-39","Some college/university study","Data Analyst","1-2 years",0,0,127000
"40-44","Master's degree","Data Analyst","3-5 years",0,0,68000
"30-34","Bachelor's degree","Data Scientist","20+ years",1,1,128000
"22-24","Some college/university study","Data Analyst","< 1 year",1,1,104000
"25-29","Master's degree","ML Engineer","1-2 years",1,0,125000
"40-44","Professional degree","Data Analyst","10-20 years",1,0,60000
"25-29","Master's degree","Data Engineer","1-2 years",1,1,46000
"25-29","Master's degree","Software Engineer","10-20 years",0,0,
"22-24","Master's degree","Data Scientist","5-10 years",0,1,108000
"25-29","Master's degree","ML Engineer","1-2 years",1,0,
"45-49","Some college/university study","ML Engineer","3-5 years",1,0,97000
"30-34","Master's degree","Research Scientist","< 1 year",0,1,86000
"35-39","No formal education past high school","Student","10-20 years",1,0,
"45-49","Master's degree","Research Scientist","3-5 years",0,1,159000
"40-44","Bachelor's degree","Student","1-2 years",0,1,10000
"18-21","Master's degree","Software Engineer","3-5 years",1,0,51000
"35-39","Doctoral degree","Data Scientist","1-2 years",1,1,90000
"25-29","Master's degree","Data Scientist","20+ years",1,1,173000
"40-44","Bachelor's degree","Student","1-2 years",1,0,15000
"30-34","Doctoral degree","Business Analyst","5-10 years",1,0,44000
"18-21","Professional degree","Data Analyst","5-10 years",1,0,64000
"30-34","Master's degree","Business Analyst","5-10 years",1,0,85000
"22-24","Master's degree","Software Engineer","3-5 years",0,1,122000
"60+","Master's degree","Data Engineer","10-20 years",1,0,62000
"25-29","Bachelor's degree","Other","20+ years",1,0,47000
"18-21","Doctoral degree","Data Analyst","5-10 years",0,0,
"18-21","Professional degree","ML Engineer","1-2 years",1,0,138000
"35-39","Some college/university study","Data Analyst","3-5 years",1,0,132000
"18-21","Bachelor's degree","Data Analyst","1-2 years",1,0,68000
"22-24","Bachelor's degree","Business Analyst","5-10 years",1,0,51000
"40-44","Bachelor's degree","ML Engineer","3-5 years",1,0,169000
"55-59","Master's degree","Data Engineer","1-2 years",1,1,
"18-21","Master's degree","Data Scientist","5-10 years",1,1,59000
"55-59","Master's degree","ML Engineer","3-5 years",1,0,53000
"60+","Bachelor's degree","Data Engineer","5-10 years",1,0,163000
"30-34","Master's degree","Software Engineer","1-2 years",1,0,49000
"18-21","Master's degree","Student","1-2 years",1,0,
"22-24","Some college/university study","Data Analyst","3-5 years",1,0,122000
"40-44","Doctoral degree","Student","5-10 years",1,0,20000
"22-24","Master's degree","ML Engineer","5-10 years",1,0,70000
"30-34","Master's degree","Business Analyst","5-10 years",1,0,44000
"18-21","Master's degree","Student","3-5 years",1,1,5000
"45-49","Master's degree","Data Scientist","5-10 years",1,1,119000
"25-29","Bachelor's degree","Data Scientist","5-10 years",1,0,83000
"45-49","Bachelor's degree","Data Engineer","3-5 years",1,0,30000
"35-39","Master's degree","Data Analyst","3-5 years",1,0,18000
"30-34","Bachelor's degree","Software Engineer","20+ years",0,1,189000
"25-29","Doctoral degree","Student","5-10 years",0,0,
"25-29","Doctoral degree","Data Engineer","5-10 years",1,0,74000
"22-24","Master's degree","Data Analyst","3-5 years",0,0,38000
"22-24","Master's degree","Data Engineer","1-2 years",1,0,101000
"22-24","Some college/university study","Data Scientist","3-5 years",0,0,196000
"25-29","Master's degree","Data Analyst","3-5 years",0,0,82000
"50-54","Bachelor's degree","Research Scientist","10-20 years",1,1,92000
"30-34","Master's degree","Software Engineer","10-20 years",0,0,45000
"18-21","Bachelor's degree","Student","1-2 years",0,0,10000
"18-21","Bachelor's degree","Data Scientist","3-5 years",1,1,125000
"22-24","Master's degree","Data Engineer","10-20 years",1,0,97000
"35-39","Bachelor's degree","Software Engineer","3-5 years",0,0,77000
"30-34","Bachelor's degree","Student","5-10 years",1,0,
"22-24","Bachelor's degree","ML Engineer","1-2 years",1,0,148000
"22-24","Bachelor's degree","Data Scientist","20+ years",1,0,57000
"18-21","Bachelor's degree","Data Scientist","< 1 year",1,0,114000
"50-54","Some college/university study","Student","10-20 years",0,0,
"30-34","Master's degree","Business Analyst","5-10 years",1,0,79000
"40-44","Master's degree","Research Scientist","10-20 years",0,0,138000
"60+","Master's degree","Data Analyst","20+ years",1,0,58000
"25-29","Bachelor's degree","Data Engineer","< 1 year",1,0,85000
"22-24","Master's degree","Statistician","1-2 years",0,0,50000
"25-29","Master's degree","Data Scientist","1-2 years",1,0,
"18-21","Bachelor's degree","Student","1-2 years",0,0,
"25-29","Bachelor's degree","Data Analyst","3-5 years",1,0,
"45-49","Master's degree","Data Scientist","3-5 years",1,0,247000
"30-34","Master's degree","Data Engineer","1-2 years",1,0,284000
"30-34","Master's degree","Data Scientist","1-2 years",0,1,89000
"30-34","Master's degree","Business Analyst","1-2 years",1,0,77000
"50-54","Master's degree","Data Analyst","3-5 years",0,0,101000
"50-54","Master's degree","Data Scientist","20+ years",1,1,
"35-39","Master's degree","Data Scientist","10-20 years",1,1,91000
"30-34","Doctoral degree","Software Engineer","5-10 years",1,0,72000
"30-34","Bachelor's degree","Research Scientist","< 1 year",0,1,
"30-34","Master's degree","Data Scientist","3-5 years",1,1,111000
"18-21","Master's degree","Software Engineer","5-10 years",0,0,79000
"25-29","Bachelor's degree","Software Engineer","3-5 years",0,0,50000
"22-24","Master's degree","Software Engineer","5-10 years",1,0,57000
"22-24","Bachelor's degree","Software Engineer","< 1 year",0,0,61000
"25-29","Doctoral degree","Student","< 1 year",0,0,20000
"30-34","Master's degree","Student","1-2 years",1,1,
"18-21","Master's degree","Data Scientist","5-10 years",1,0,
"25-29","Bachelor's degree","Data Scientist","3-5 years",1,0,1e+05
"40-44","Master's degree","ML Engineer","3-5 years",1,0,206000
"40-44","No formal education past high school","Data Scientist","5-10 years",1,0,127000
"18-21","Master's degree","Student","1-2 years",1,0,
"35-39","Master's degree","Software Engineer","10-20 years",1,0,87000
"55-59","Bachelor's degree","Data Analyst","5-10 years",1,0,121000
"25-29","Bachelor's degree","Data Scientist","5-10 years",0,1,83000
"45-49","Doctoral degree","Data Scientist","< 1 year",1,1,96000
"40-44","Bachelor's degree","Software Engineer","20+ years",0,1,77000
"35-39","Doctoral degree","Data Scientist","3-5 years",1,0,
"40-44","Bachelor's degree","Student","3-5 years",0,0,15000
"25-29","Some college/university study","ML Engineer","20+ years",1,0,172000
"35-39","Doctoral degree","ML Engineer","20+ years",1,0,33000
"35-39","Master's degree","Data Analyst","10-20 years",1,0,
"40-44","Master's degree","Software Engineer","10-20 years",1,0,113000
"22-24","Bachelor's degree","Data Analyst","10-20 years",1,1,
"30-34","Master's degree","Student","1-2 years",1,0,20000
"30-34","Master's degree","Other","5-10 years",0,0,51000
"22-24","Some college/university study","Student","< 1 year",0,0,
"45-49","Master's degree","Research Scientist","3-5 years",0,1,
"30-34","Master's degree","Business Analyst","3-5 years",1,1,91000
"30-34","Doctoral degree","ML Engineer","20+ years",1,0,239000
"18-21","Bachelor's degree","ML Engineer","3-5 years",1,0,167000
"45-49","Bachelor's degree","Data Scientist","5-10 years",1,1,114000
"30-34","Master's degree","Data Engineer","1-2 years",1,0,31000
"35-39","Bachelor's degree","Data Scientist","3-5 years",1,0,111000
"35-39","Master's degree","Statistician","5-10 years",1,0,39000
"25-29","Some college/university study","Software Engineer","1-2 years",0,0,73000
"30-34","Doctoral degree","ML Engineer","10-20 years",1,0,
"40-44","Bachelor's degree","Business Analyst","20+ years",0,0,58000
"25-29","Doctoral degree","Data Scientist","3-5 years",1,0,82000
"22-24","Bachelor's degree","Data Scientist","1-2 years",1,1,108000
"22-24","Master's degree","Data Analyst","3-5 years",0,0,
"25-29","Master's degree","Software Engineer","20+ years",1,0,94000
"35-39","Master's degree","Software Engineer","3-5 years",0,0,29000
"25-29","No formal education past high school","Student","1-2 years",0,0,
"30-34","Bachelor's degree","Business Analyst","10-20 years",0,0,57000
"25-29","Bachelor's degree","Data Analyst","1-2 years",1,0,64000
"25-29","Bachelor's degree","Software Engineer","20+ years",1,0,169000
"35-39","Bachelor's degree","ML Engineer","3-5 years",1,1,139000
"40-44","Bachelor's degree","Other","< 1 year",1,0,102000
"25-29","Professional degree","Data Scientist","< 1 year",1,1,153000
"25-29","Master's degree","Software Engineer","1-2 years",0,0,
"45-49","Some college/university study","Data Scientist","5-10 years",1,0,135000
"35-39","Master's degree","Data Analyst","5-10 years",0,0,49000
"30-34","Master's degree","Student","5-10 years",1,1,
"50-54","Some college/university study","Business Analyst","10-20 years",0,0,101000
"30-34","Doctoral degree","Data Engineer","1-2 years",1,0,130000
"30-34","Bachelor's degree","Data Scientist","1-2 years",1,0,
"30-34","Some college/university study","Software Engineer","3-5 years",1,0,96000
"30-34","Master's degree","Software Engineer","3-5 years",1,0,
"35-39","Master's degree","Business Analyst","< 1 year",0,0,164000
"35-39","Bachelor's degree","Software Engineer","3-5 years",0,0,74000
"40-44","Master's degree","Software Engineer","3-5 years",1,0,59000
"50-54","Bachelor's degree","Data Scientist","10-20 years",1,0,103000
"25-29","Bachelor's degree","Student","1-2 years",1,0,
"18-21","Bachelor's degree","ML Engineer","5-10 years",0,0,186000
"40-44","Doctoral degree","Business Analyst","10-20 years",0,0,32000
"25-29","Professional degree","Data Scientist","3-5 years",1,1,141000
"35-39","Doctoral degree","Student","20+ years",0,0,
"25-29","Some college/university study","Data Scientist","5-10 years",1,1,84000
"30-34","Bachelor's degree","Data Engineer","< 1 year",1,0,97000
"35-39","Doctoral degree","Software Engineer","3-5 years",1,0,50000
"22-24","Bachelor's degree","ML Engineer","3-5 years",1,0,
"30-34","Bachelor's degree","Student","< 1 year",1,0,
"35-39","Doctoral degree","Student","< 1 year",1,0,
"45-49","Some college/university study","Statistician","1-2 years",1,1,81000
"35-39","Master's degree","Data Scientist","3-5 years",1,0,
"35-39","Doctoral degree","Research Scientist","5-10 years",0,0,237000
"25-29","Some college/university study","Data Analyst","3-5 years",0,1,41000
"35-39","Doctoral degree","Data Engineer","5-10 years",1,1,141000
"22-24","Some college/university study","Business Analyst","5-10 years",0,0,54000
"22-24","Master's degree","ML Engineer","20+ years",1,0,130000
"25-29","Professional degree","Data Scientist","10-20 years",1,1,74000
"18-21","Bachelor's degree","Data Scientist","5-10 years",1,0,152000
"25-29","Doctoral degree","Data Analyst","5-10 years",0,0,78000
"40-44","Bachelor's degree","ML Engineer","10-20 years",1,0,95000
"40-44","Bachelor's degree","Data Scientist","1-2 years",1,0,55000
"18-21","Master's degree","Data Scientist","20+ years",1,0,51000
"50-54","Bachelor's degree","Business Analyst","5-10 years",0,1,109000
"22-24","No formal education past high school","ML Engineer","3-5 years",1,0,67000
"30-34","Doctoral degree","Software Engineer","< 1 year",1,1,142000
"35-39","Doctoral degree","Student","5-10 years",1,0,
